message,label
"If you have trouble viewing this message click here or copy and paste this link into your web browser. Serengeti Save up to 60% - Early Spring Savings! You'll find these and many more items just reduced in our special sale section for our internet customers only! SHOP NOW! Floral silhouette sweatshirt - Was: $39.95, Now: $19.99 Victorian Scroll Pashmina - Was: $24.95, Now: $9.99 Butterfly Fleece Pink Top - Was: $39.95, Now: $17.99 Woven clog - Was: $69.95, Now: $39.99 Crystal Flowers Anklet - Was: $19.95, Now: $7.99 African Palm Print Skirt - Was: $44.95, Now: $19.99 :: Limited Quantities. Shop while supply lasts. ::",0
Michael Peddemors writes: I do not think it is difficult. Does setting the scores of the following rules to zero in local.cf not turn off spamhaus RBL checking? __RCVD_IN_ZEN RCVD_IN_SBL RCVD_IN_XBL RCVD_IN_PBL I have set these in my systems (as they reject on zen at SMTP time) and I do not think that Spamassassin querying spamhaus since I added these rules.,0
"Geert Hendrickx wrote: no, but you can achieve that by using restriction classes. If the check you run is at the end of a restriction ""set"", and is simple enough (no map lookup in particular), you can simply order the checks such as in # checks for some clients check_client_access hash:/etc/postfix/foo_access ... [checks for other clients] == foo_access: unknown do_this, do_that, permit .",0
"I think this is excellent as it is. I considered saying something about the decertifications in California, but the message from the Netherlands is more powerful and it stands better on its own; CA info can be added into any interviews as a subsequent strengthener follow-up. Catherine Margaret McGaley wrote:",0
"Joe Sloan wrote: Here's something I just found and points to where the ""real"" problem with hidden sites is, when for awhile I assumed it was KNetworkmanager....so did others. For almost 2 weeks, I've been using the ipw3945 driver and the standard ifup method to connect. I just changed from that driver to the iwl3945 driver, stopped the ipw driver and used Yast to setup using the iwl driver with KNetworkmanager.....just to see what happend. I've NOT been able to see hidden sites, including my own at home, with KNetworkmanager.......now I can. So, it would appear that this problem that plagues some others with different chipsets have a problem with the driver, NOT KNetworkmanager. Thanks to Chuck Stuettgen for pointing this out!! Fred -- A: Because it messes up the order in which people normally read text. Q: Why is top-posting such a bad thing?",0
Rob Mangiafico wrote: When I'm forced to use bayes in a large setup I prefer to go with per domain databases for domains with more than a couple of users and use a global database for all of the domains with only a few users each. Daryl,0
"Fred A. Miller wrote: There's not much point in hiding the SSID, as it doesn't do much to stop attackers. It also means that a neighbour, looking for a clear spot to put his WiFi, might chose the same channel as yours. The best way to get WiFi security, is to use WPA (WPA2 if possible), which is very secure. WEP is not. I've also got my home WiFi (WPA2) on the outside of my firewall, so SSH, with public key authentication or OpenVPN are required to reach my network. -- Use OpenOffice.org",0
"Fred A. Miller a écrit : can somebody document this on the wiki? just search for 3945 and fix any page you want. I applicable, give a link to the bugzilla entry only noting there are two drivers may be of use (I use the ipw myself, installed by yast, and have nothing to complain), one can try the other if necessary :-)) thanks jdd",0
"Gene Heskett wrote: hmm. hurt like hell? I think that's very Dr. specific. I got a shot that was eased in slowly, front loaded with lidocane, back loaded with cortisone. It was almost painless, the pain I was experiencing before the shot disappeared almost immediately due to the lidocane, and then disappeared in a more ongoing basis due to the cortisone. Magic. --------------- Chris Hoogendyk - O__ ---- Systems Administrator c/ /'_ --- Biology & Geology Departments (*) \\(*) -- 140 Morrill Science Center ~~~~~~~~~~ - University of Massachusetts, Amherst --------------- Erdös 4",0
"Update of /cvsroot/spambayes/spambayes/scripts In directory sc8-pr-cvs8.sourceforge.net:/tmp/cvs-serv7512/scripts Added Files: core_server.py Log Message: Merge CORESVR branch to HEAD. This adds a new app, scripts/core_server.py and attendant bits, such as an XML-RPC plugin. The web interface is straight from the POP3 proxy server.",0
Berkeley Initiative in Soft Computing (BISC),0
"I have XP Pro at home. How do I access the Administrator account, so that I can unzip some files that have been sent to me? AFAIR, the install did not ask me for a password, so I don't have one--that I know of. What an idiot system! --dm Blessed are the peacemakers ... for they shall be shot at from both sides. --A.M. Greeley",0
"Thanks for the help guys, problem solved. -- alex",0
"Does anyone have a suggestion for the above referenced machine, that installs without any hassle, special drivers, or anything else, to SuSE 9.3? It should be low cost, hopefully. I don't want to look for repositories, special RPMs, I want the system to recognize and install it, period. I have had it with things that are supposed to work, but don't. Thanx--doug Blessed are the peacemakers ... for they shall be shot at from both sides. --A.M. Greeley",0
"Hi Tony Not sure why it didn't work, but I manually set it to that from this end so you should be sweet to log in with that now. Regards, Kevin Jacobson ICT Services NorthTec - Tai Tokerau Wananga Private Bag 9019 Whangarei, New Zealand DDI: 09 470 3777 - Ext: 3777 FAX: 09 470 3883",0
