message,label
Special access granted! Login now to receive your premium service before it’s too late.,1
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",1
Warning: Unusual login attempt detected on your Amazon. Verify your identity.,1
Warning: Unusual login attempt detected on your Netflix. Verify your identity.,1
Official communication: Your cloud storage will be suspended unless you comply with our security update.,1
"Dear user, we noticed irregular transactions in your HSBC account. Confirm your details now.",1
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",1
Claim your limited-time special cashback deal on software subscription. Click here to activate your reward.,1
Immediate action required: Your Netflix subscription is expiring. Renew now.,1
"As per IRS regulations, you must update your tax details immediately.",1
This is an official notice from PayPal. Your account requires immediate verification.,1
Act fast! Your HSBC account will be locked if not verified within 24 hours.,1
Urgent! Your Facebook has been compromised. Click here to secure it now!,1
Act fast! Your Wells Fargo account will be locked if not verified within 24 hours.,1
Warning: Unusual login attempt detected on your Facebook. Verify your identity.,1
Urgent! Your Netflix has been compromised. Click here to secure it now!,1
Attention: Your recent activity violates our Google policy. Verify your account to avoid penalties.,1
Claim your limited-time special cashback deal on vacation package. Click here to activate your reward.,1
"As per Social Security Administration regulations, you must update your tax details immediately.",1
You’ve been selected for a premium cloud storage trial. Sign up now before the offer expires.,1
Immediate action required: Your Spotify subscription is expiring. Renew now.,1
Congratulations! You have won a VIP membership. Click here to claim your reward.,1
"As per FBI regulations, you must update your tax details immediately.",1
Attention: Your recent activity violates our Google policy. Verify your account to avoid penalties.,1
Exclusive offer! Get a free discount coupon by verifying your account today.,1
Special access granted! Login now to receive your free e-book before it’s too late.,1
Exclusive offer! Get a free free subscription by verifying your account today.,1
"Dear user, we noticed irregular transactions in your HSBC account. Confirm your details now.",1
Security alert: We have detected suspicious activity on your Gmail. Reset your password now!,1
Attention: Your recent activity violates our Google policy. Verify your account to avoid penalties.,1
Claim your limited-time special cashback deal on laptop. Click here to activate your reward.,1
Special access granted! Login now to receive your free e-book before it’s too late.,1
Claim your limited-time buy-one-get-one-free offer on smartphone. Click here to activate your reward.,1
Warning: Unusual login attempt detected on your Google. Verify your identity.,1
You’ve been selected for a premium Netflix trial. Sign up now before the offer expires.,1
Congratulations! You have won a free vacation. Click here to claim your reward.,1
Exclusive offer! Get a free free subscription by verifying your account today.,1
You’ve been selected for a premium Netflix trial. Sign up now before the offer expires.,1
Congratulations! You have won a VIP membership. Click here to claim your reward.,1
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,1
Warning: Unusual login attempt detected on your Netflix. Verify your identity.,1
Official communication: Your email will be suspended unless you comply with our security update.,1
Special access granted! Login now to receive your gift card before it’s too late.,1
Exclusive offer! Get a free Amazon gift card by verifying your account today.,1
Claim your limited-time buy-one-get-one-free offer on vacation package. Click here to activate your reward.,1
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,1
Security alert: We have detected suspicious activity on your Gmail. Reset your password now!,1
Official communication: Your cloud storage will be suspended unless you comply with our security update.,1
Attention: Your recent activity violates our Apple policy. Verify your account to avoid penalties.,1
Urgent! Your PayPal has been compromised. Click here to secure it now!,1
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",1
Urgent! Your Amazon has been compromised. Click here to secure it now!,1
Exclusive offer! Get a free cash bonus by verifying your account today.,1
Congratulations! You have won a $1000 lottery. Click here to claim your reward.,1
Official communication: Your cloud storage will be suspended unless you comply with our security update.,1
You’ve been selected for a premium Spotify trial. Sign up now before the offer expires.,1
"As per FBI regulations, you must update your tax details immediately.",1
Special access granted! Login now to receive your cashback before it’s too late.,1
"As per Customs & Border Protection regulations, you must update your tax details immediately.",1
Security alert: We have detected suspicious activity on your Yahoo Mail. Reset your password now!,1
Exclusive offer! Get a free cash bonus by verifying your account today.,1
Exclusive offer! Get a free free subscription by verifying your account today.,1
Act fast! Your Bank of America account will be locked if not verified within 24 hours.,1
"As per FBI regulations, you must update your tax details immediately.",1
Immediate action required: Your banking subscription is expiring. Renew now.,1
Attention: Your recent activity violates our Apple policy. Verify your account to avoid penalties.,1
Attention: Your recent activity violates our Microsoft policy. Verify your account to avoid penalties.,1
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,1
Claim your limited-time 20% discount on software subscription. Click here to activate your reward.,1
This is an official notice from Google. Your account requires immediate verification.,1
Warning: Unusual login attempt detected on your PayPal. Verify your identity.,1
Security alert: We have detected suspicious activity on your Outlook. Reset your password now!,1
Official communication: Your email will be suspended unless you comply with our security update.,1
Security alert: We have detected suspicious activity on your Outlook. Reset your password now!,1
Claim your limited-time buy-one-get-one-free offer on vacation package. Click here to activate your reward.,1
Congratulations! You have won a free vacation. Click here to claim your reward.,1
Attention: Your recent activity violates our Microsoft policy. Verify your account to avoid penalties.,1
Urgent! Your Google has been compromised. Click here to secure it now!,1
You’ve been selected for a premium Netflix trial. Sign up now before the offer expires.,1
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,1
Act fast! Your Chase account will be locked if not verified within 24 hours.,1
Act fast! Your Bank of America account will be locked if not verified within 24 hours.,1
Claim your limited-time 20% discount on smartphone. Click here to activate your reward.,1
Special access granted! Login now to receive your cashback before it’s too late.,1
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",1
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",1
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,1
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",1
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,1
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,1
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",1
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1
100 dating service cal;l 09064012103 box334sk38ch,1
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,1
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",1
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,1
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,1
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,1
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,1
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,1
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1
88800 and 89034 are premium phone services call 08718711108,1
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",1
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,1
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1
08714712388 between 10am-7pm Cost 10p,1
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1
You have an important customer service announcement from PREMIER.,1
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",1
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
What's up? Do you want me to come online? If you are free we can talk sometime,0
So u workin overtime nigpun?,0
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0
Wat r u doing now?,0
Buy one egg for me da..please:),0
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0
Stop the story. I've told him i've returned it and he's saying i should not re order it.,0
No. I dont want to hear anything,0
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0
I'm e person who's doing e sms survey...,0
Mm i had my food da from out,0
"4 tacos + 1 rajas burrito, right?",0
"House-Maid is the murderer, coz the man was murdered on  26th January.. ",0
Yes! How is a pretty lady like you single?,0
(That said can you text him one more time?),0
I know she called me,0
In sch but neva mind u eat 1st lor..,0
Jay says that you're a double-f*****,0
Ok i thk i got it. Then u wan me 2 come now or wat?,0
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,0
Whens your radio show?,0
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0
What * u wearing?,0
o turns out i had stereo love on mi phone under the unknown album.,0
"Ela kano.,il download, come wen ur free..",0
"Haha figures, well I found the piece and priscilla's bowl",0
Can you do online transaction?,0
Ü neva tell me how i noe... I'm not at home in da aft wat...,0
What you doing?how are you?,0
I didn't get the second half of that message,0
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0
Ok lor whats up,0
Hello madam how are you ?,0
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0
Good. do you think you could send me some pix? I would love to see your top and bottom...,0
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",0
Ok..let me knw,0
You are a very very very very bad girl. Or lady.,0
K then 2marrow are you coming to class.,0
Kallis wont bat in 2nd innings.,0
Meeting u is my work. . . Tel me when shall i do my work tomorrow.That is what matters,0
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
Every day i use to sleep after  &lt;#&gt;  so only.,0
"Sorry, have urgent work..",0
Good Morning plz call me sir..I have an urgent work..,0
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),0
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,0
You need to get up. Now.,0
Howz pain?hope u r fine..,0
Love it! The girls at the office may wonder why you are smiling but sore...,0
